Xe May Sandwich Shop,Sandwiches,4,$,Pricey sandwich vs bahn mi in chinatown...,$7ish/sandwich,Lambretta,"really good, but sandwich felt a little skimpy on the stuffing for the price.",only to try the mean green,Lunch,,http://xemaysandwich.com/
Bumblebee Man Taco Truck,Mexican: Tacos,1,$$,not cheap,$8-9 for 2 tacos and chips,korean bbq tacos,texture like rousong. extremely dry and didn't taste like kbbq.  SLOWEST service ever. Located at Universal Studios,no,,,
St. Viateur Bagels,Bagels,5,$,fair,$0.75 after tax,sesame bagel,"got it hot and right ouf the oven. it's about 40% of a NYC bagel, if not less as far as density and size go. very airy and light. it's good, but not quite my thing/i'm not a sesame bagel person",not going to eat bagels if im in montreal. was passing by,,,http://www.yelp.com/biz/st-viateur-bagel-and-cafe-montreal-7
Big Gay Ice Cream Truck,Dessert: Ice Cream,3,$,expensive,$5/cone,salty pimp and bea arthur,thank god the nice man in front of us bought it for me and gabby. couldn't taste the toppings,"nothing special, I'd only eat here if it were free.",,,http://www.yelp.com/biz/big-gay-ice-cream-shop-new-york
Sheng Jin Eatery,Bakery,10,$,practically free,$1-1.5 each,"rolling donkey (red bean soft rice roll), red bean bing, sesame bing, peanut butter bing",everything here is delicious and beijing authentic. super cheap,every time I go home from LGA,,,http://www.yelp.com/biz/sheng-jin-eatery-flushing
La Barbeque,BBQ,10,$$,fair,$18-20/lb for meat,"brisket, pork ribs, pulled pork sandwich, sausage, slaw","brisket was the best i've ever had. sausage was so juicy. pork ribs were really good and fall off the bone, pulled pork sandwich was super juicy. slaw was not bad but nothing special. some of the best bbq i've ever had -- very smokey flavor. wasn't a big fan of the sauces",CHEAA,,,
Tacodeli,Mexican: Tacos,6,$$,fair,$3ish/taco,"Bfast tacos: The otto, chicken Frontera Fundido, Migas Taco, The Vaquero. made my own: chorizo, egg, mashed potato, pepper jack","loved the one i made -- mashed potatoes were fantastic addition. the otto was good, and i liked the fundido the most, but I didn't think they were anything too special",Wouldn't be against it,,,http://www.yelp.com/biz/tacodeli-austin-11
Atlantic Fish Company,Seafood,6,$$$$,slightly worse than NYC,"$16 for a crab cake, $41 for seabass","seabass and lobster ravioli, crabcake","crabcake was phenomenol -- almost all crab, not very oily; seabass and lobster ravioli was good but nothing special and kind of disappointing; service was good; toasted bread was amazing (toast with salt + pepper, olive oil, brown sugar",maybe,crab cake,,http://www.atlanticfishco.com
Del Friscos Grille,American,0,$$$,overpriced,"$19 for 4 tacos, $20 for med sized salad",tuna tartar tacos and kale/brussel sprout salad,"tacos were tiny and bland (zengo much better), wonton shell tasted a little stale; salad was pretty good, but almost no brussel sprouts",HELL NO,,,http://delfriscosgrille.com/
Flour Bakery,Bakery,7,$,little pricey,$7-8/sandwich,"Breakfast sandwich with applewood smoked bacon, cheddar cheese, egg souffle, and some sort of aioli; quinoa and roasted veggie salad, scone; lamb sandwich",solid sandwich and salad,probably,,,
Seoul Restaurant,Korean,4,$$,fair,$35 for stew for 2,Seafood pot/stew,"eh it was not bad. big portions, but soup flavor was lacking a little",maybe,,,http://www.seoulfoodboston.com
Taiwan Cafe,Chinese: XiaoLongBao,0,$,dirt cheap.,dirt cheap.,"mapo tofu, liangmianhuang, xiaolongbao",only the xiaolongbao were decent,no,,,http://taiwancafeboston.com/
Sidebar,American,7,$$$,pricey,,"lobster roll, margherita flatbread","STUFFED with lobster, flatbread was delicious--crunchy crust",for the lobster roll,lobster roll,,http://www.sheratonbostonhotel.com/boston-back-bay-restaurants
BenjYehuda,Mediterranean,5,$,average,$8 for chicken box,"chicken box on salad w/everything but onions, falafel bag,","falafel was great, chicken box was great -- got too much cucumber salad",maybe,,,http://www.benjyehuda.com
Bop-n-grill,Burgers,3,$8ish,fair,,mushroom and bibimbap burger,meh. burger was small and oily. liked jessicas bibimbap one better,probably not,,,http://www.yelp.com/biz/bopngrill-chicago-3
Devon Seafood Grill,Seafood,6,$$$$,fair,"$17 for crab cakes, $32 for scallops","tuna tartar, jumbo lump crab cakes, smoked salmon flatbread, sea scallops (6) and asparagus risotto, mushrooms and truffle butter, lobster mac and cheese",everything was delicious. mac and cheese didn't have much lobster,if i were rich,crab cake,,
Do-Rite Donuts,Dessert: Donuts,8,$,almost nyc average,$2 - $2.50 a donut,"candied maple bacon, lemon meyer pistacio, blueberry crumble, buttermilk old fashioned, cinnamon sugar old fashioned, double chocolate old fashioned","candied maple bacon, lemon meyer pistacio, blueberry crumble was awesome. loved the crunchy part of the buttermilk old fashioned, everything else was good, but not worth the cals",Wouldn't be against it,,,http://doritedonuts.com/
Fogo de Chao,Brazillian Steakhouse,6,$$$$$,expensive,$50/person?,"salad bar, filet mignon, lamb chops, chicken legs, pork rib, leg of lamb","pork rib, chicken leg, and filet mignon were my favs. salad bar was atrocious",if i'm not paying and really hungry,,,http://www.fogodechao.com
Frontera Grill,Mexican,10,$$$,pricey,,"CEVICHE TRIO, SOPES RANCHEROS: Crispy corn masa boats filled with savory shredded beef, roasted tomato, avocado, homemade fresh cheese. $8.50; LAMB in OAXACAN BLACK MOLE : Grilled Crawford Farm lamb shoulder, smoky calabacitas & ayocotes simmered in Oaxacas most famous mole (about 20 ingredients). Toasted almonds, sesame seeds, peanuts. $11.00 ;SHRIMP in RAMP MOJO : Garlic & serrano-marinated fresh Gulf shrimp, ramp mojo (poblanos, lobster stock, Baja Precious olive oil), chile-studded white rice, limey peashoots, cilantro crunch. $25.00; Nino Envuelto de Limon y Frambuesa : Traditional Mexican rolled cake filled with luscious lime buttercream & Seedling raspberry jam. Tangy lime curd, gooey meringue, Michigan raspberry ice cream. $9.00; 2016: Shrimp in black bean chorizo sauce (mole)-$25; Duck in Prune Mole $25, passion fruit-goat cheese bavariana: choco crusted bavarian cream tart (prarie fruits goat cheese, passion fruit), kiwi, candied ancho, pumpkinseed toffee, toasty-gooey meringue $9; 2019: DOS, TRES, CUATRO CAKE- Dos candied nuts, tres leches, cuatro chocolates (chocolate-infused tres leches cake, house-ground chocolate ice cream, chocolate cookies, hot fudge), candied almonds & pecans. 9, ceviche trio (fav was yellowfin tuna, fresh mango, spicy salsa roja (tomato, chipotle chile, garlic, lime, agave nectar), jicama,  Michoacan avocado, cilantro; others: Herb-green ceviche of Florida pink shrimp and scallops AND Hawaiian albacore, lime, tomato, olives and cilantro; smoked chicken yellow mole, pork in mole negro","2019: both moles were disappointing, but maintaining a 10 b/c of the service-chicken and pork were very simplistic and pork was tough to chew. service was great tho-took back the pork and got ceviche instead. dessert and ceviche trio was fantastic and worth the money; LOVED the mole, shrimp, and dessert; shrimp wasn't overcooked; ceviche was good--tuna is the best. scallop and shrimp one had lke no seafood, not a fan of the white fish ceviche. sopes were small, good, idk if it was worth it, made mini burritos with the mole, shrimp and ceviche. LOVED the mole, again and the bavarian fruit cake dessert. fantastic dessert",CHEAA,MOLE. CEVICHE. DESSERT,,http://www.rickbayless.com/restaurants/grill.html
Giordanos,Pizza: Deep Dish,0,$$,"cheap for cal to $ ratio, but a rip off. it's all flour.","$18 for small, $30 for large",cheese and deluxe,meh--too much dough. lou malnatis all the way,no,,,http://www.giordanos.com/
Lou Malnatis,Pizza: Deep Dish,8.5,$$,good deal,$8 per person,deep dish! with spinach and mushroom,SO GOOD,CHEAA,,,http://www.loumalnatis.com/
Sable,American (New),6.5,$$$,fair,"$21 for octopus, $10 for apps and zerts","octopus with carrot puree, Pistachio & Honey Crisp: Pistachio custard, honey tuile, dark chocolate mousse; truffled deviled eggs","octopus was crispy and delicious. entire entree was great, eggs were surprisingly really good (gave 3 1/2s for some reason), dessert was disappointing -- good but nothing special",probly,Octopus,,http://www.sablechicago.com/
The Gage,American (New),7,$$$,NYC avg rate -- nyc sized portions,"$17 for small sized entrees, reg entrees in $23+ range","mussels in vindaloo sauce, side of brussel sprouts, scallops and short rib entree, venison burger","mussels were v. good, ""Seared Sea Scallops Chinese Broccoli, Korean BBQ  Short Ribs, Toasted Peanut, Kimchi""--loved it, brussel sprouts were so terrible i didn't even finish, venison burger is delish--very juicy, satisfying w/o feeling like crap after",if i'm not paying,venison burger,,http://www.yelp.com/biz/the-gage-chicago
The Publican,American (New),5,$$$,,,"smoked artic char, seafood stew",stew was salty; artic char was delicious,possibly,,,http://www.publicanqualitymeats.com/
Tortas Fronteras,Mexican,8,$$,little pricey,$8-12 a sandwich,"breakfast chorizo torta, mushroom and shrimp salad",delicious. wished the torta had more filling,yes,,,http://www.rickbayless.com/restaurants/tortas.html
Xoco,Mexican,4,$$,pricey,,"tortas: short rib, steak, mushroom, baja chicken; churros, seafood caldo, chicken pozole caldo; limonada",add sparkling water to the limonada!!; tortas were disappointing...maybe expectations were too high but it felt skimpy on the stuffings,only for the lemonade,lemonade,,http://www.rickbayless.com/restaurants/xoco.html
Crushcraft Thai Street Eats,Thai,10,$$,decent,$8-10,"Khao Soi (egg noodle curry), Chicken lettuce wraps, Gang panang neau (panang beef curry), thai fried boiled eggs","Khao Soi is awesome -- a bit spicy. flavor on the beef curry was solid, beef was a little tough though but I think it was b/c of when we went. check lettuce wraps were good. thai fried boiled eggs were interesting but I liked them--different texture",YESSS,,,
Pecan Lodge,BBQ,10,$$,bit pricey,$8-9/half pound,"brisket, burnt ends, the hot mess, pork ribs, collard greens, fried okra, coleslaw","THE HOT MESS was AWESOME (baked sweet potato w/barbacoa + standard baked potato mixins). meat was really smokey. vineagar bbq sauce had a kick. slaw was good (didn't over do the mayo), but i've had better. fried okra was good, collard greens were sweet but i liked them. brisket seemed a bit dry, burnt ends had good flavor but were a little tough?, ribs were pretty good but pricey (3 for $8)",YESS,,,
Vals Cheesecakes,Dessert,8,$,fair,$6-8/slice,"all about that bass (basil infused cheesecake w/ strawberry sauce), lemmon avenue, oh nutella","basil cheesecake was interesting but deliciously fresh, lemmon avenue is not too sweet and delicious. nutella one is good but too sweet for me",yes,,,
The Velvet Taco,Mexican: Tacos,8,$$,pricey,$4-5/taco,"Tacos: Spicy Chicken Tikka, fried paneer, cuban, wtf (weekly special -- pulled pork w/peach), fried oyster; crisp tots and local egg","the crisp tots and local egg is amazing. really liked the oyster and weekly special taco. other tacos were good, but nothing special -- basically just a cuban/chicken tikka on a tortilla",yes,,,
Chaia Tacos,Mexican: Tacos,8,$$,not bad,$10 for 3 tacos,"Garlicky Greens, Goat Cheese + Pickled Red Onion, Market Mushrooms with Feta + Red Sauce, Creamy Braised Chard and Potato + Green Sauce + egg",potato and egg was my fav,yes,,,http://www.chaiadc.com/
China Chilcano,Asian Fusion,5,$$$,little pricey,$12-18/med sized dish,"Tam Tam Noodles - Hand-cut wheat noodle, spicy pork, peanut, aji panca","stole a bite from the Nat Geo Fellows -- very good flavoring and noodles were perfectly cooked, but basically zhajiangmian",maybe,,,http://www.chinachilcano.com
Chriss Marketplace,Specialty Food,6,$$,maybe cheaper,$9 for a 1/4 container of spread that's 2/3 filled,"smoked bluefish spread, smoked salmon spread, crab cake, mango and crayfish empanada","empanada was meh, everything else was really good",maybe,,,
District Taco,Mexican,1,$,fair,$3/taco or 3 for $8,i got 6 tacos...one of every type and the special shrimp,"only the shrimp was good and maybe b/c i added chorizo. tortillas tasted like the regular store brand, meat was bland, steak was tough",no,,,http://www.districttaco.com/
Estadio,Tapas,7,$$$,average tapas,$8-16 a tapas; $14-18 for entree meat; $8ish for veggies,"patatas bravas, scallops + cauliflower, smoked salmon w/yogurt + honey, roasted pork loin, manchego cheesecake with pistacio granola","patatas bravas is pretty good (best part are crunchy potatoes), scallops perfectly cooked, crispy kale and grilled peaches w/pork loin were delish, thought the pork loin was a little tough but i have nothing to compare to, manchego cheesecake was good/interesting--needed more of either jam, granola or a crust though",yes,scallops,,http://www.estadio-dc.com
Old Ebbitt Grill,Seafood,8,$$$,fair,$18 for crab cake,"crab cake, shrimp cocktail, lobster cocktail",AWESOME. crab cake had like 0 bread crumbs,yes,crab cake,,http://www.ebbitt.com
Yechon,Korean,9,$$,good,"$35 for stew (2-4 ppl), $20/order for bbq","beef and seafood casserole, bulgogi","bbq not as good as seoul, casserole was awesome -- lots of meat and octopus, large portion, casserole flavor was great",CHEAA,,,http://www.yechon.com/
Zaytinya,Mediterranean,3,$$$,robbery,,"brussel sprouts, lamb bahar, butternut squash hummus, eggplant, GARIDES ME ANITHO (shrimp)","disappointing, everything was good, but nothing stood out; service was great. shrimp was SO overcooked and just tasted like butter -_- tabouleh was good, brussel sprouts were good; desserts were interesting and good.",no,,,http://www.zaytinya.com
La Superior Carniceria,Mexican,4,$,cheap,$1.5/taco; $8 torta,"chorizo, pastor, suadero taco, hawaiian torta","tortas suck, tacos were pretty good",doubt it,tacos,,
Loaf,Bakery,7,$,pricey,$3-4/item,"Chocolate Chip Torsade, chocolate chip hazelnut scone, peach danish","the torsade is amazing, danish was pretty good, scone was meh",yes,,,
Mediterranean Deli,Mediterranean,7,$,pricey,$8-12,"moroccan couscous, lamb, chickpeas and spinach, cauliflower","all really good, but it's pretty pricey",probably,,,
Min Ga,Korean,4,$$,average,"$15/entree for lunch, casserole was $35","beef casserole, dolsot bibimbap, F12 (beef soup), grilled mackerel, squid","portions kind of small, not much meat in squid/casserole, casserole soup not as good. mackerl was meh. bibimbap didn't have enough veggies etc, but rice was nicely heated. mackerel was meh. Squid is decent",maybe,,,http://www.min-ga.com
Nanataco,Mexican,8,$,cheap,$8 for 3 tacos w/ rice and beans,"steak, chorizo, pork butt taco",steak and pork tacos were amazing. chorizo meh,yes,,,http://www.nanataco.com/
Pie Pushers,Pizza,4,$,overpriced,$4-5/slice,breakfast slice,"not bad, nothing special, but sooooo greasy",nothing special,,,http://www.yelp.com/biz/pie-pushers-durham
Pizzeria Toro,Pizza: Neopolitan,6,$$,pricey,"$15-17/pizza, $10-11/app","ricotta dumplings, kale salad, fennel sausage pizza, leek pizza, soft egg + mushroom pizza","ricotta dumplings were delicious, didn't like the kale salad, fennel sausage pizza was pretty good, probly liked leek pizza the most, but still didnt love it. i hated the ""arugula"" on the egg pizza -- it was wild arugula and mostly dandelion greens--wayy too bitter.",probably not,,,http://www.yelp.com/biz/pizzeria-toro-durham
Taqueria La Vaquita,Mexican,8,$,pretty cheap,$2.25 a taco,"chicken, azada, carnitas, pastor tacos","loved the tortilla (looked homemade). steak taco was awesome. pastor was really good. carnitas was not bad, chicken (pulled chicken) was a little flavorless (meat was good but not much flavor)",yes,,,http://www.lavaquitanc.com
The Root Cellar,American,8,$,cheap,$8-9 an entree,"special (crispy cornbread, egg, and caramelized onions), BLT, huevos rancheros; bfast burrito; bbq turkey; thai chicken wrap; special chicken sandwich w/pepper jelly","the special was amazing; BLT was pretty good (victor got avocado added and it was huge), huevos rancheros was terrible; bfast burrito is awesome; thai chicken wrap is meh; special sandwich w/pepper jelly was meh, chicken was dry",probably,,,http://www.rootcellarchapelhill.com/
True Flavors Diner + Catering,Southern,8,$$,fair,$10-14,"turkey hash, waffles, biscuits","biscuits were awesome, waffles were good, turkey hash was v. good. portions were huge",maybe,,,
Venable Bistro,American (New),5,$$$,expensive,"$12ish for app, approx $20 +/- $5 for entrees","korean bbq, veg tamale, apple pie","tamale and korean bbq were good but nothing special, apple pie was fantastic though. nice atmosphere",maybe,apple pie,,http://www.venablebistro.com/
Hong Kong Chinese Restaurant,Chinese: Dim Sum,6,$$,$$,$3ish/order,dim sum,"pretty standard, nothing special but not bad",probably,,,
Mint,Indian,6,$$,ok,$10-12/person,"lunch buffet - chicken tikka, saag, naan, the usual","nothing special, but not bad, it's pretty standard. 15% student discount, more expensive on weekend, but they have unlimited mimosas, friendly service",https://www.yelp.com/biz/mint-chapel-hill,FALSE,,
Caracol,Mexican,10,$$$$,pretty fair,$35/person,"sunday brunch buffet: octopus salad, quinoa salad, cauliflower salad, salsa and chips, shrimp cocktail salad, fish tamale, fish enchilada, mollete, crab cake benedict, cured salmon, salmon tartar, lamb chop (with some cinnamony spice), beef rib with green sauce, beef cheek, refried beans, rice, finger foods (taquito, mushroom quesadilla, chicken sopes, pulled pork cup things), dessert: coconut macaroons, pistachio cake, powder cookies, churro, almond cookies, banana cake, tres leches, fig dessert, brownie","salads (minus shrimp coctail) were AMAAZZINNGGG, salsa was super fresh tasting, chips were amazing. salmon tartar, taquitos, pulled pork cups, and chicken sopes, all awesome. only things not impressed with: tamales, fish enchiladas. everything else was v. good, but didn't love. tres leches was good but too sweet for me",CHEAA,,,http://caracol.net/
Myung Dong Restaurant,Korean,10,$$,cheap,"$15-20 for entrees, most of which serve 2-3 people","banchan, octopus-bulgogi hot pot casserole, seafood pancake, sauteed squid","liked the sauce of the spicy squid, but it was a little oily/too much sauce. octopus-bulgogi casserole was delicious. seafood pancake was v. good, great if you add the sauce (was not as oily as i thought it would be. banchan and red rice were AWESOME. liked the barley tea",CHEAA,,,
Tacos Tierra Caliente,Mexican,8,$,cheap,$1.5/taco (corn); $2/flour taco,"chicken, pastor, fajita, lengua","delicious. pastor and lengua were amazing, liked the pastor the best (had pineapple!). chicken was eh. red salsa was SO spicy. fajita was good but not my fav",CHEAA,,,
Taqueria Del Sol,Mexican,6,$,cheap,"$1.79/taco, $3.5 for gordita","tacos on corn tortilla: cacctus and egg, barbacoa, pastor; carne asada gordita w/queso fresco",cactus and pastor tacos were good. barbacoa was so so oily. gordita was not bad. salsa was great,yes,,,http://taqueriadelsol.com
Tracys King Crab Shack,Seafood,6,$$$$,expensive,$24/leg,Alaskan King Crab Leg,delicious and gigantic. very pricey,if in alaska lol,,,http://www.yelp.com/biz/tracys-king-crab-shack-juneau-3
Casa la Dona,Mexican,4,$,cheap,$1/taco on taco tuesday,"Taco Tuesday ($1/taco): chicken, chorizo and potato, pastor","chicken was dry, chorizo and potato was pretty good, pastor was ok. tortillas were store bought. tacos were tiny",no,,,
Daikokuya,Ramen,10,$$,fair,$10-11/bowl,spicy miso ramen,"noodles were perfectly cooked, broth was v. good and i didn't feel like crap after",yes!,,,
House of Meatballs,Italian,6,$$,pretty cheap,$8-11/bowl,"popeye meatballs (spinach, tofu, almonds) w/basil pesto sauce. mama's meatballs --tried w/vodka sauce and fettucine w/onion ragu sauce","popeye meatballs are delish, pesto needed salt. didn't really like the mama's meatballs--thought the sauces were not bad but nothing special.",unlikely,,,
Las Morelianas,Mexican,7,$,fair,$3/taco,pulled pork taco,"this was actually free (guy just handed me a sample of the pig on a tortilla), but still delicious. tortilla was store bought but warm, meat full of flavor, but quite oily",maybe,,,
Pine & Crane,Chinese: Taiwanese,10,$$,pricey,$7/small plate,"beef roll, spicy shrimp wonton","shrimp wonton were loaded w/shrimp (no filler), beef roll was delicious. restaurant was on the minimalistic trendy side, big fan of this place",yes!,,,
Poke Me,Hawaiian,10,$,cheap,$8-11/bowl,Le's beauty & Nail,I LOVE THIS PLACE,I LOVE THIS PLACE,,,http://www.yelp.com/biz/pok%C3%A9-bar-west-hollywood-2
Sul & Beans,Dessert,10,$,fair,$7-8,toast w/seasame; strawberry bingsoo w/red bean on the side,"bingsoo was AWESOME. red bean side was huge. toast was good, but not worth it",I LOVE THIS PLACE,,,http://www.yelp.com/biz/sul-and-beans-los-angeles
TLT Food,Asian fusion,8,$,fair,$9-10,"braised short rib grilled cheese, carnitas fries","fries were amazing, some of the best i've ever had. grilled cheese is a bit spicy, i loved the fried cheese bit on top. carnitas fries were delicious, wish the fries didn't get soggy",yes,,,
Ttu Rak,Korean,10,$$,fair,"$16/person, must have 2+ orders",beef and octopus casserole-mild (level 1).,"flavor of the stew was fantastic, beef was delicious, octopus gets a little overcooked -- shoulda put it in raw, loved the rice and cheese after. owners are really nice",YESSSS,,,
Tienda Los Gemelos,Mexican,7,$,cheap,"$2/taco, $3.5? for a quesadilla/sope, $3? for a gordita","steak taco, chicken quesadilla, chorizo gordita, al pastor sope","everything was delicious--favs were gordita/sope, quesadilla, taco",if in madison,,,http://www.yelp.com/biz/tienda-los-gemelos-madison
Le Bremner,Seafood,6,$$$$$,pricey. small portions,"$19 apps, $29-35/entrees","apps: kimchi crab, scallops; hake and clams, walleye, mussels","loved the outdoor seating and the free rosemary breadsticks. apps disappointing, entrees all very good, but nothing else was spectacular. walleye was v. good, liked mussel broth.",maybe,,,http://crownsalts.com/lebremner/
Mai Xiang Yuan,Chinese: Dumplings,10,$,tax in canada is crazy,$8 for 15,"boiled dumplings: pork, coriander, and shrimp; shrimp, egg, and leeks; lamb dumplings; beef and onion curry (fried)",mom and victor went here 3 days in a row. me twice. enough said. pass on the lamb dumplings and get lamb chops for a lamb fix. beef onion curry was interesting and pretty good but i wouldn't order it again,yes,"pork, coriander and shrimp; shrimp egg and leeks",,http://www.yelp.com/biz/mai-xiang-yuan-montreal
El Camino Real,Mexican,8,$,cheap,"$1.75 for tacos, $3 for sopes","chorizo taco, asade sope","both delicious. taco was small but had avocado, radish, cilantro, onions, lime. sopes were delicious -- loaded w/toppings",yes,,,http://www.elcaminoreal01.com
Backyard BBQ Pit,BBQ,8,$,cheap,"$5 for a sandwich plate, $7.5 for a bbq plate, $14 for half rack of ribs","turkey bbq, ribs, pork bbq, hush puppies, slaw, mac and cheese",everything was delicious. sides were least impressive. i think the bbq plate gives you more meat than a 1/2 pint of meat (and comes with 2 sides for $7.5 vs $5). there was a line of 8 ppl waiting for this place to open on a tuesday at 11,yes!,,,http://www.sweetribs.com
City Barbeque,BBQ,8,$$,fair,$8 lunch specials,"lolo's bbq pork sandwich, hush puppies, gumbo, vineagar and mayo based slaw","bread for the sandwich was really good, pork had not much flavor on its own, but really good with bbq sauce, both kinds of slaw are really good, liked the original bbq sauce the most. Hush puppies were great, gumbo was good",yes!,,,
ACME Oyster House,Seafood,0,$$,average,$12-15,"gumbo, jumbalaya, shrimp etouffee; charbroiled oysters","meh. everything was cheaply made. lots of rice. charbroiled oysters were tasty, but it was oysters soaked in butter, parmesan, and garlic...",no,,,http://www.harrahsneworleans.com/restaurants/acme-oyster-house.html#.Uha23RasjzI
Cochon,Cajun,6,$$$,"expensive for the south, NYC average","$20ish entrees, $8-12 apps","charbroiled oysters, rabbit and dumplings, bread pudding, boudin","boudin (fried pork balls) bit bland; rabbit and dumplings was very good, loved the ""dumplings""; bread pudding was heavy; sorbet on top was great; loved the oysters",maybe,,,http://www.cochonbutcher.com/
Domenica,Pizza: Neopolitan,10,$$$,"expensive for the south, NYC average",$13-20 pizzas; desserts $8,"pizzas: roasted carrot: goat cheese, red onion, brussels sprouts, beets & hazelnuts; mushroom: tomato, fontina, sweet onions, bacon & yard egg; garlic and clam; gorgonzola, apple, speck, and pecans; roasted cauliflower; Banana Zuppa Inglese-banana cake, bananas, crema cotta mousse & peanut brittle; chocolate budino - chocolate hazelnut pudding & candied hazelnuts","LOVED the roasted carrot; loved the mushroom, clam was good but didn't love it; gorgonzonla was pretty rich but good (mom and pujals really liked it); roasted cauliflower...tricked again by white people who've never had it; banana dessert was delish; hazelnut pudding wasn't special",yes!,,,http://www.pizzadomenica.com/
Luke,Seafood,7,$$$,"expensive for the south, NYC average",$23 entrees,"gumbo, mussels and roasted vegetables, chocolate tarte, bread pudding, fries; spaetzle","best gumbo (little bowl but lots of seafood and meat); mussels were nothing special but good, fries were very good; tarte was pretty good; bread pudding was heavy; roasted vegetables were good; spaetzle was delish",probly,,,
ABC Kitchen,American (New),8,$$$,fair,pizza in $18 range; entrees are mid $30s,"butternut squash with ricotta, hazelnuts; date pizza; mushroom pizza; chicken liver toast","AMAZING PIZZA, plus whole wheat crust!; don't think i like chicken liver...eww; butternut squash was interesting...not sure if i'd order it again. emilly says veal meatball pasta is delish",CHEAA,date pizza,,http://www.abckitchennyc.com
Absolute Bagels,Bagels,6,$,cheap,,egg bagel w/bacon and cheddar cream cheese,"CC is with bacon bits and cheddar chunks mixed in, not homogenous mixture",if in the area,,,http://www.yelp.com/biz/absolute-bagels-new-york
Ample Hills Creamery,Dessert: Ice Cream,10,$,average,"$3 for a kid's size (nyc small), $4.5 for a small. 8/3/14: $4.75 for a small at gowanus","oatmeal cookie, cracked caramel, birthday cake, butterscotch w/bourbon, butterscotch pudding (has whiskey), it comes from gowanus, pretzel stout, the munchies","sizes decent, everything is good. oatmeal, pretzel stout (sweet and salty), it comes from gowanus, butterscotch w/bourbon, and birthday cake probly favs. butterscotch pudding and cracked caramel too sweet. couldn't differentiate mix ins in the munchies but it was good",CHEAA,,,http://www.amplehills.com
Aquagrill,Seafood,0,$$$$,pretty good sized portions,$28/entree,truffle crusted bay cod,"bland overcooked fish, undercooked ravioli. stuffy atmosphere. terrible service",HELL NO,,,http://www.aquagrill.com
Bagels on the Square,Bagels,1,$,cheap,,cheap bagels,flies in the place too,no,,,
Balaboosta,Mediterranean,2,$$$,small portions,"$10 for cauliflower, $14 for gnocchi","crispy cauliflower, celergy root and potato kale pesto gnocchi",i think my gnocchi was supposed to come with kale chips...caulfower was good but it was deep fried so how could it not/did not taste like cauliflower. got takeout for ops duty. thank god i didn't pay for this,doubt it,,,http://balaboostanyc.com/
BCD Tofu House,Korean,9,$$,acceptable,"$14 for soondooboo, $21 for squid","mixed soondooboo, sauteed squid platter",solid. really liked the squid platter (squid and onions)--pretty big portioned,yes,,,http://bcdtofu.com/
Biriyani Cart,Food Cart,5,$,cheap,$6 for 2,"1 lamb, 1 chicken kati roll","i think i liked lamb better, but both delicious. typical street food greasy, maybe more so than gussys b/c they put the sauce on for me",yes,,,http://www.biryanicart.com
Brooklyn Bagel and Coffee Company,Bagels,10,$,fair,,"whole wheat everything bagel!, carrot cake cream cheese! oats and raisin with cinnamon raisin walnut CC!",Best bagel in nyc. also regular size bagels here are 50% larger than regular everywhere else...mini = regular elsewhere,CHEAA,,,http://bkbagel.com/
Cafe Gitane,French,0,$$$,robbery,$16 for a dinky ass thin sandwich,"bread and peanuts and oil, couscous","i could have made the cousous. jean got a dinky ass sandwich that was $16, and my peanuts and bread and oil...i had to make my own bloody peanut butter for $7?!?!. Note that I would never choose to go to a place in a hotel",HELL NO,,,http://www.cafegitanenyc.com
Cafe Habana,Latin American: Cuban,10,$$,fair,"corn is expensive, but overall not bad","mexican corn, cuban sandwich",cuban sandwich is DELICIOUS--bread is amazing. next time make sure to get more pickle; corn is good,CHEAA,,,http://www.habanaoutpost.com/
Cafe Ollin,Mexican,9,$,fair,$9.25/sandwich,spicy pork cemita,"bread was a little chewy, maybe because it was takeout but sandwich was delicious. pork was a little spicy to my liking, couldn't taste much of other ingredients. sandwich was the size of my face. liked the chicken better--bread wasn't chewy",CHEAA,,,http://www.cafeollin.com
Caracas Arepa Bar,Latin American: Arepas,6,$$,got from take out...no tip! wooot. kind of pricey otherwise b/c sandwich is small,$7-8 each -- basically small sandwich,de pabellon; leek jardinera,"veggie one was really flavorful; liked the crunchy corn bun; beef one good, but not as flavorful; yellow sauce really good",maybe,,,http://www.caracasarepabar.com/brooklyn.php
Cask Bar & Kitchen,American (New),7,$$$,pretty good,"$22 paella, $13 flatbread","paella, mushroom and goat cheese flatbread, philly cheesesteak eggrolls","skip the cheesesteak rolls; paella was not quite paella but rice stew--still a great deal -- lots of seafood, and scallop was probly best i've ever had, loved the mushroom flatbread; great free bread",most likely,,,http://www.casknyc.com
Cocoron,Japanese: Soba,10,$$,pretty good,"$10 for ""large"" pre extras ($1.5 for egg)","Stamina dip with radish, poached egg, and nori","SO GOOD. skip the radish next time, maybe get extra broth",CHEAA,,,http://cocoron-soba.com/
Comme Ci Comme Ca,Mediterranean,8,$$,pretty large portions,"$7-12 for a plate, cous cous more expensive",kofta over couscous,had it without the white sauce and it was pretty good.,yes,,,http://www.chefsamirtruck.com
Dhaba Indian Cuisine,Indian,8,$$,pretty good,$12 lunch buffets M-Sat,"gobi matar (peas and cauliflower), lamb biriyani, chicken tikki masala, tandori chicken, saag paneer",everything was delicious. probly best indian i've had in nyc,yes,,,
